sentence,shannon,huffmann
so she set the little creature down and felt quite relieved to see it,3.6301850337181745,4.5555553
trot away quietly into the wood.,3.711897470347699,4.25
Alice was a little startled by seeing the Cheshire-Cat sitting on a,3.8527671193751187,4.85
bough of a tree a few yards off. The Cat only grinned when it saw her.,3.9667936045550403,4.8095236
Alice had not gone much farther before she came in sight of the house of,3.84321835708817,4.6842103
the March Hare; it was so large a house that she did not like to go near,3.7978845519399433,4.85
till she had nibbled some more of the left-hand bit of mushroom.,3.8991035031419017,4.388889
VII--A MAD TEA-PARTY,3.384183719779189,3.75
"There was a table set out under a tree in front of the house, and the",3.6651398217612354,4.611111
March Hare and the Hatter were having tea at it; a Dormouse was sitting,3.8657917845167185,4.857143
"between them, fast asleep.",3.5843031793467115,4.3333335
"The table was a large one, but the three were all crowded together at",3.653365887474082,4.611111
"one corner of it. ""No room! No room!"" they cried out when they saw Alice",3.992106601509339,5.0
"coming. ""There's _plenty_ of room!"" said Alice indignantly, and she sat",4.372099240510815,5.0
down in a large arm-chair at one end of the table.,3.831789011092168,4.5789475
"The Hatter opened his eyes very wide on hearing this, but all he said",3.951873141704664,4.8636365
"was ""Why is a raven like a writing-desk?""",4.012155432453934,4.6
added aloud.,2.751629167387823,3.5
"""Do you mean that you think you can find out the answer to it?"" said the",3.8909346904771476,4.8095236
March Hare.,3.095795255000934,3.2222223
"talking in its sleep, ""that 'I breathe when I sleep' is the same thing,3.8454210922493637,4.85
as 'I sleep when I breathe!'""",3.7124885486146892,4.25
little hot tea upon its nose. The Dormouse shook its head impatiently,3.8934424253407665,4.85
[Illustration],3.521640636343319,3.75
"""Have you guessed the riddle yet?"" the Hatter said, turning to Alice",4.069020087117277,4.7272725
again.,2.251629167387823,2.6
"At this, Alice got up and walked off. The Dormouse fell asleep instantly",4.252492884104656,5.1153846
"and neither of the others took the least notice of her going, though she",3.6747223436996888,5.0
"looked back once or twice; the last time she saw them, they were",3.862997562960808,4.75
trying to put the Dormouse into the tea-pot.,3.7489515066182055,4.4444447
[Illustration: The Trial of the Knave of Hearts.],4.1878497020561545,4.8636365
"her way through the wood. ""It's the stupidest tea-party I ever was at in,3.9891530326031615,5.0
all my life!"" Just as she said this, she noticed that one of the trees",3.8474922555681554,4.904762
"had a door leading right into it. ""That's very curious!"" she thought. ""I,4.145095751731726,4.9130435
think I may as well go in at once."" And in she went.",3.9159399581512604,4.857143
Once more she found herself in the long hall and close to the little,3.7421690882631475,4.5555553
"glass table. Taking the little golden key, she unlocked the door that",3.9782426484512445,4.857143
led into the garden. Then she set to work nibbling at the mushroom (she,3.9546158195372367,4.7619047
had kept a piece of it in her pocket) till she was about a foot high;,3.9227801329710332,5.0
then she walked down the little passage; and _then_--she found herself,3.9753221837251864,4.857143
"at last in the beautiful garden, among the bright flower-beds and the",4.001338707051728,4.7
cool fountains.,3.456564762130954,3.75
VIII--THE QUEEN'S CROQUET GROUND,3.9292292966721747,4.2352943
A large rose-tree stood near the entrance of the garden; the roses,3.611074645888839,4.647059
"growing on it were white, but there were three gardeners at it, busily",3.754274878324996,4.7222223
"painting them red. Suddenly their eyes chanced to fall upon Alice, as",4.149493104839414,4.7826085
"little timidly, ""why you are painting those roses?""",4.1059485691885405,4.8095236
"Five and Seven said nothing, but looked at Two. Two began, in a low",4.027145760609234,4.7727275
"moment, Five, who had been anxiously looking across the garden, called",4.223936461697899,4.9583335
"out, ""The Queen! The Queen!"" and the three gardeners instantly threw",3.905436422942323,4.952381
themselves flat upon their faces. There was a sound of many footsteps,4.02093128740062,4.9545455
"and Alice looked 'round, eager to see the Queen.",3.917481250360578,5.0
"First came ten soldiers carrying clubs, with their hands and feet at the",3.9994964483932205,4.909091
corners: next the ten courtiers; these were ornamented all over with,3.8130332038224313,4.7
"diamonds. After these came the royal children; there were ten of them,",3.935328855835221,4.904762
"all ornamented with hearts. Next came the guests, mostly Kings and",4.104906341888089,5.0434785
"Queens, and among them Alice recognized the White Rabbit. Then followed",4.286185642340252,5.0740743
"the Knave of Hearts, carrying the King's crown on a crimson velvet",4.0792049027409565,4.8636365
cushion; and last of all this grand procession came THE KING AND THE,4.403587937367723,5.142857
QUEEN OF HEARTS.,3.577819531114783,3.8461537
"When the procession came opposite to Alice, they all stopped and looked",3.919723474718126,4.65
"at her, and the Queen said severely, ""Who is this?"" She said it to the",3.8603399829238474,4.857143
"Knave of Hearts, who only bowed and smiled in reply.",4.1542161028736295,4.9565215
"""Can you play croquet?"" shouted the Queen. The question was evidently",4.224648559395821,5.08
meant for Alice.,3.75,3.9285715
"""Yes!"" said Alice loudly.",3.8634651896016465,4.25
"""It's--it's a very fine day!"" said a timid voice to Alice. She was",4.216436499447937,5.1923075
"walking by the White Rabbit, who was peeping anxiously into her face.",4.239718648160902,5.0
"Hush! Hush!"" said the Rabbit. ""She's under sentence of execution.",4.202001832404323,4.7826085
"""What for?"" said Alice.",4.0559581516151235,4.2777777
"""She boxed the Queen's ears--"" the Rabbit began.",4.0450427723692055,5.090909
"""Get to your places!"" shouted the Queen in a voice of thunder, and",4.067068460812728,4.9130435
"people began running about in all directions, tumbling up against each",3.9562382463956127,4.5789475
"other. However, they got settled down in a minute or two, and the game",3.90186510460269,4.904762
began.,2.5849625007211565,2.6666667
Alice thought she had never seen such a curious croquet-ground in her,3.90283295978646,4.5263157
life; it was all ridges and furrows. The croquet balls were live,4.0690697618696765,4.9565215
"hedgehogs, and the mallets live flamingos and the soldiers had to double",3.895251081749231,4.631579
"themselves up and stand on their hands and feet, to make the arches.",3.8610312757562357,4.904762
"The players all played at once, without waiting for turns, quarrelling",4.149604054299753,4.818182
"all the while and fighting for the hedgehogs; and in a very short time,",3.9293595673614696,4.85
"the Queen was in a furious passion and went stamping about and shouting,",3.905900961293777,4.7
"""Off with his head!"" or ""Off with her head!"" about once in a minute.",4.0235724398773725,4.7619047
"She was looking about for some way of escape, when she noticed a curious",4.093455463218814,5.0416665
now I shall have somebody to talk to.,3.912946130776852,4.4736843
"""How are you getting on?"" said the Cat.",4.005501014736771,4.6
"complaining tone; ""and they all quarrel so dreadfully one can't hear,4.1034942321240955,5.0
oneself speak--and they don't seem to have any rules in particular.""",4.196236974571989,4.9583335
"""How do you like the Queen?"" said the Cat in a low voice.",4.0495787774674685,5.0
[Illustration],3.521640636343319,3.75
Alice thought she might as well go back and see how the game was going,3.8457357833336685,4.5789475
on. So she went off in search of her hedgehog. The hedgehog was engaged,3.6962462158687353,4.7222223
"in a fight with another hedgehog, which seemed to Alice an excellent",3.8827829637800724,4.75
opportunity for croqueting one of them with the other; the only,3.8011912896935534,4.6842103
difficulty was that her flamingo was gone across to the other side of,3.9400765010856817,4.631579
"the garden, where Alice could see it trying, in a helpless sort of way,",4.031303755284507,4.8095236
to fly up into a tree. She caught the flamingo and tucked it away under,4.023077353581902,4.818182
"her arm, that it might not escape again.",3.6935423971431804,4.1875
Just then Alice ran across the Duchess (who was now out of prison). She,4.061568327191226,5.0
tucked her arm affectionately into Alice's and they walked off together.,4.1380646763612186,4.826087
Alice was very glad to find her in such a pleasant temper. She was a,4.07076779962396,5.0833335
"little startled, however, when she heard the voice of the Duchess close",3.820817925826399,4.6842103
up the conversation a little.,3.797467632984005,4.25
"sharp little chin into Alice's shoulder, as she added ""and the moral of,4.007672437962544,4.8095236
_that_ is--'Take care of the sense and the sounds will take care of,4.006189661079491,4.714286
themselves.'""",3.1808329872054406,3.5
"To Alice's great surprise, the Duchess's arm that was linked into hers",4.116075685398007,5.0
began to tremble. Alice looked up and there stood the Queen in front of,3.9756547290206656,5.0
"them, with her arms folded, frowning like a thunderstorm!",4.096158111363147,4.5
was gone in a moment.,3.403989446485262,3.6666667
"much frightened to say a word, but slowly followed her back to the",4.093361453138631,4.818182
croquet-ground.,3.5068905956085183,3.6666667
"All the time they were playing, the Queen never left off quarreling with",3.9489055153557144,4.9545455
"the other players and shouting, ""Off with his head!"" or ""Off with her,4.061301544224816,4.8636365
head!"" By the end of half an hour or so, all the players, except the",3.923091195813079,4.8095236
"King, the Queen and Alice, were in custody of the soldiers and under",4.022128605791283,4.818182
sentence of execution.,3.3519530742463752,4.0
"Then the Queen left off, quite out of breath, and walked away with",3.966234793660401,4.904762
Alice.,2.5849625007211565,2.6666667
"Alice heard the King say in a low voice to the company generally, ""You,4.157911134834038,5.16
are all pardoned.""",3.350209029099897,3.6363637
"Suddenly the cry ""The Trial's beginning!"" was heard in the distance, and",4.135893048058734,4.826087
Alice ran along with the others.,3.816428031846024,4.25
IX--WHO STOLE THE TARTS?,3.6368421881310122,4.071429
The King and Queen of Hearts were seated on their throne when they,3.76745577125489,4.8
"arrived, with a great crowd assembled about them--all sorts of little",4.041577045689309,4.7619047
"birds and beasts, as well as the whole pack of cards: the Knave was",3.9609934694819255,4.909091
"standing before them, in chains, with a soldier on each side to guard",3.963404623903606,4.65
"him; and near the King was the White Rabbit, with a trumpet in one hand",3.889136860563213,4.9545455
and a scroll of parchment in the other. In the very middle of the court,3.948159798384951,4.857143
"The judge, by the way, was the King and he wore his crown over his great",3.994335293783485,4.9545455
"Just then the White Rabbit cried out ""Silence in the court!""",3.927806122538451,4.857143
[Illustration],3.521640636343319,3.75
"On this, the White Rabbit blew three blasts on the trumpet, then",3.7961333396140433,4.85
unrolled the parchment-scroll and read as follows:,3.9781719394718382,4.631579
"blasts on the trumpet and called out, ""First witness!""",4.09700254965735,4.8636365
The first witness was the Hatter. He came in with a teacup in one hand,3.808734490965341,4.8
and a piece of bread and butter in the other.,3.6628805958008273,4.3125
"The Hatter looked at the March Hare, who had followed him into the",3.844146060160857,4.85
This did not seem to encourage the witness at all; he kept shifting from,4.006989317535721,4.9545455
"one foot to the other, looking uneasily at the Queen, and, in his",3.793877906406283,4.7894735
"confusion, he bit a large piece out of his teacup instead of the bread",3.9139458277083623,4.5263157
and butter.,3.277613436819116,3.4
Just at this moment Alice felt a very curious sensation--she was,4.028828470024671,4.8095236
beginning to grow larger again.,3.474380085195674,4.076923
The miserable Hatter dropped his teacup and bread and butter and went,3.871227025476547,4.85
"""Call the next witness!"" said the King.",3.9065704878156495,4.388889
The next witness was the Duchess's cook. She carried the pepper-box in,4.116114884864559,5.0
her hand and the people near the door began sneezing all at once.,3.7082194987990467,4.611111
"The King looked anxiously at the White Rabbit, who said, in a low voice,",4.1594955674155285,5.12
Your Majesty must cross-examine _this_ witness.,4.226627957768198,4.9130435
For some minutes the whole court was in confusion and by the time they,3.9307663558356083,4.75
"had settled down again, the cook had disappeared.",3.8892947942379776,4.631579
"Never mind!"" said the King, ""call the next witness.",4.138021161987907,4.9565215
Alice watched the White Rabbit as he fumbled over the list. Imagine her,4.0880880146463,5.12
"surprise when he read out, at the top of his shrill little voice, the",3.8059648007056874,4.631579
"name ""Alice!""",3.3927474104487843,3.6363637
X--ALICE'S EVIDENCE,3.511085408180429,3.9230769
"""Here!"" cried Alice. She jumped up in such a hurry that she tipped over",4.119902263107794,5.16
"the jury-box, upsetting all the jurymen on to the heads of the crowd",4.149132512238215,5.2
below.,2.5849625007211565,2.6666667
looking hard at Alice.,3.879664004902594,4.125
"""What do you know about this business?"" the King said to Alice.",4.16352203122095,4.9583335
"The King then read from his book: ""Rule forty-two. _All persons more,4.402182175823948,5.366667
than a mile high to leave the court_.""",3.81618088300762,4.388889
[Illustration],3.521640636343319,3.75
"Rabbit, jumping up in a great hurry. ""This paper has just been picked,4.177617943485148,4.9583335
up. It seems to be a letter written by the prisoner to--to somebody."" He",3.94605021249538,5.0869565
hands at this.,3.09306920777189,3.3333333
There was dead silence in the court whilst the White Rabbit read out the,3.8267434004706176,4.6842103
verses.,2.2359263506290326,2.4
King.,2.321928094887362,2.4
"Stuff and nonsense!"" said Alice loudly. ""The idea of having the,4.173937164990342,4.826087
sentence first!",3.327819531114783,3.7272727
"""Hold your tongue!"" said the Queen, turning purple.",4.159965971191746,4.8636365
"""I won't!"" said Alice.",4.061482186720775,4.2777777
"""Off with her head!"" the Queen shouted at the top of her voice. Nobody",4.031913719570692,5.16
moved.,2.5849625007211565,2.6666667
"""Who cares for _you_?"" said Alice (she had grown to her full size by",4.269967844320953,5.076923
"this time). ""You're nothing but a pack of cards!""",4.344002446023568,5.04
[Illustration],3.521640636343319,3.75
"At this, the whole pack rose up in the air and came flying down upon",4.098093174193816,4.869565
"her; she gave a little scream, half of fright and half of anger, and",3.8654123295514395,4.5789475
"tried to beat them off, and found herself lying on the bank, with her",3.970759141530461,4.857143
"head in the lap of her sister, who was gently brushing away some dead",3.9959089602769766,4.7619047
leaves that had fluttered down from the trees upon her face.,3.848173204397322,4.6842103
"sister, as well as she could remember them, all these strange adventures",3.822402297057057,4.85
"of hers that you have just been reading about. Alice got up and ran off,",4.117057468486418,4.9166665
"thinking while she ran, as well she might, what a wonderful dream it had",3.9108825878337212,4.5789475
been.,1.9219280948873623,2.25
[Illustration],3.521640636343319,3.75
"End of the Project Gutenberg EBook of Alice in Wonderland, by Lewis Carroll",4.3913991921915585,5.3333335
*** END OF THIS PROJECT GUTENBERG EBOOK ALICE IN WONDERLAND ***,4.06268672722799,4.909091
***** This file should be named 19033-8.txt or 19033-8.zip *****,4.386587797403417,5.071429
This and all associated files of various formats will be found in:,3.982772660671256,4.857143
        http://www.gutenberg.org/1/9/0/3/19033/,3.873321830216916,4.5263157
"Produced by Jason Isbell, Irma Spehar, and the Online",4.258593983224949,5.0
Distributed Proofreading Team at http://www.pgdp.net,4.353533948577481,4.9583335
Updated editions will replace the previous one--the old editions,3.9198018133264285,4.5263157
will be renamed.,3.452819531114783,3.75
Creating the works from public domain print editions means that no,4.061545309652118,4.9545455
"one owns a United States copyright in these works, so the Foundation",3.977232220643951,5.0
(and you!) can copy and distribute it in the United States without,3.995723463281458,4.8636365
"permission and without paying copyright royalties.  Special rules,",4.197179771466126,4.7272725
"set forth in the General Terms of Use part of this license, apply to",3.9035018952247174,4.85
copying and distributing Project Gutenberg-tm electronic works to,4.205351524056855,4.9583335
protect the PROJECT GUTENBERG-tm concept and trademark.  Project,4.413659571322962,5.037037
"Gutenberg is a registered trademark, and may not be used if you",3.909143752665983,4.5789475
"charge for the eBooks, unless you receive specific permission.  If you",4.0903967554391265,4.9583335
"do not charge anything for copies of this eBook, complying with the",4.060231813851091,4.909091
rules is very easy.  You may use this eBook for nearly any purpose,3.8914259796936848,4.952381
"such as creation of derivative works, reports, performances and",4.024744512536512,4.8
research.  They may be modified and printed and given away--you may do,4.076331632620472,5.0416665
practically ANYTHING with public domain eBooks.  Redistribution is,4.544097907106123,5.233333
"subject to the trademark license, especially commercial",4.033378522844339,4.857143
redistribution.,3.32323142879762,3.6363637
*** START: FULL LICENSE ***,3.48582592784901,4.285714
THE FULL PROJECT GUTENBERG LICENSE,3.8221819586428727,4.4117646
PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK,3.8149055695533662,4.611111
To protect the Project Gutenberg-tm mission of promoting the free,3.9599814676698206,4.7619047
"distribution of electronic works, by using or distributing this work",3.9594129806958365,4.75
"(or any other work associated in any way with the phrase ""Project,3.964267471214582,4.75
Gutenberg""), you agree to comply with all the terms of the Full Project",4.214534578430631,5.2222223
Gutenberg-tm License (available with this file or online at,4.106865084392908,5.0869565
http://gutenberg.org/license).,3.964735178725505,4.5
Section 1.  General Terms of Use and Redistributing Project Gutenberg-tm,4.308988377562007,5.148148
electronic works,3.5,3.75
1.A.  By reading or using any part of this Project Gutenberg-tm,4.321842165364396,5.185185
"electronic work, you indicate that you have read, understand, agree to",3.9796021324441804,4.7
and accept all the terms of this license and intellectual property,3.8472769846509616,4.5555553
(trademark/copyright) agreement.  If you do not agree to abide by all,4.191008642379019,5.12
"the terms of this agreement, you must cease using and return or destroy",3.8155262112086428,4.6666665
all copies of Project Gutenberg-tm electronic works in your possession.,4.177139901922833,5.08
If you paid a fee for obtaining a copy of or access to a Project,3.8269155246933786,4.7
Gutenberg-tm electronic work and you do not agree to be bound by the,3.9212830626305184,4.904762
"terms of this agreement, you may obtain a refund from the person or",3.8748951613462097,4.736842
entity to whom you paid the fee as set forth in paragraph 1.E.8.,4.050497562960809,4.8636365
"1.B.  ""Project Gutenberg"" is a registered trademark.  It may only be",4.221376767874146,5.076923
used on or associated in any way with an electronic work by people who,3.9255588133127466,4.6842103
agree to be bound by the terms of this agreement.  There are a few,3.7442962046186916,4.95
things that you can do with most Project Gutenberg-tm electronic works,4.170244674843415,5.0
even without complying with the full terms of this agreement.  See,4.025392493888027,4.7727275
paragraph 1.C below.  There are a lot of things you can do with Project,4.1843696565985695,5.0384617
Gutenberg-tm electronic works if you follow the terms of this agreement,4.078636825025777,4.8636365
and help preserve free future access to Project Gutenberg-tm electronic,4.031078228087276,5.1666665
works.  See paragraph 1.E below.,3.855337797403416,4.2941175
"1.C.  The Project Gutenberg Literary Archive Foundation (""the Foundation""",4.398260608174377,5.107143
"or PGLAF), owns a compilation copyright in the collection of Project",4.222136519314232,5.0384617
Gutenberg-tm electronic works.  Nearly all the individual works in the,4.2604386982970945,5.04
collection are in the public domain in the United States.  If an,3.9480732416804374,4.9545455
individual work is in the public domain in the United States and you are,4.00196453956431,4.9565215
"located in the United States, we do not claim a right to prevent you from",4.018546087854752,5.1666665
"copying, distributing, performing, displaying or creating derivative",4.098748879232421,4.7619047
works based on the work as long as all references to Project Gutenberg,3.944526545417983,4.857143
"are removed.  Of course, we hope that you will support the Project",4.07449611226232,5.125
Gutenberg-tm mission of promoting free access to electronic works by,4.066637799378851,4.818182
freely sharing Project Gutenberg-tm works in compliance with the terms of,4.254778244274792,5.04
this agreement for keeping the Project Gutenberg-tm name associated with,4.109404024653307,5.25
the work.  You can easily comply with the terms of this agreement by,4.090458417609969,4.9130435
keeping this work in the same format with its attached full Project,4.074479850304573,4.818182
Gutenberg-tm License when you share it without charge with others.,4.0221968165928725,4.8095236
1.D.  The copyright laws of the place where you are located also govern,4.111227305153627,5.0416665
what you can do with this work.  Copyright laws in most countries are in,4.0055875858619325,4.818182
"a constant state of change.  If you are outside the United States, check",3.935206892340847,5.0454545
the laws of your country in addition to the terms of this agreement,3.88245094383392,4.5789475
"before downloading, copying, displaying, performing, distributing or",4.12778076821826,4.6666665
creating derivative works based on this work or any other Project,3.9760642608639243,4.8
Gutenberg-tm work.  The Foundation makes no representations concerning,4.136096681621084,5.0
the copyright status of any work in any country outside the United,3.9679173577720714,4.7
States.,2.5216406363433186,2.6666667
1.E.  Unless you have removed all references to Project Gutenberg:,4.2276938278891425,5.185185
"1.E.1.  The following sentence, with active links to, or other immediate",4.184541657072987,5.0416665
"access to, the full Project Gutenberg-tm License must appear prominently",4.236043619590289,5.08
whenever any copy of a Project Gutenberg-tm work (any work on which the,4.154468909325131,5.24
"phrase ""Project Gutenberg"" appears, or with which the phrase ""Project,4.045919022650608,4.857143
Gutenberg"" is associated) is accessed, displayed, performed, viewed,",4.158765189180181,5.16
copied or distributed:,3.5726236638951634,3.8461537
This eBook is for the use of anyone anywhere at no cost and with,3.818257753575552,4.6842103
"almost no restrictions whatsoever.  You may copy it, give it away or",4.0263602248029695,4.8636365
re-use it under the terms of the Project Gutenberg License included,3.941047452473516,5.0454545
with this eBook or online at www.gutenberg.org,3.911845315026196,4.388889
1.E.2.  If an individual Project Gutenberg-tm electronic work is derived,4.416385509934936,5.2413793
from the public domain (does not contain a notice indicating that it is,3.8141196552916035,4.9
"posted with permission of the copyright holder), the work can be copied",4.087066828749505,4.9565215
and distributed to anyone in the United States without paying any fees,3.8539955924870846,4.9
or charges.  If you are redistributing or providing access to a work,4.052115370751691,4.9565215
"with the phrase ""Project Gutenberg"" associated with or appearing on the",4.037573185235982,4.7619047
"work, you must comply either with the requirements of paragraphs 1.E.1",4.295314496302892,5.04
through 1.E.7 or obtain permission for the use of the work and the,4.053875045611564,4.9565215
Project Gutenberg-tm trademark as set forth in paragraphs 1.E.8 or,4.276692748140296,5.185185
1.E.9.,1.7924812503605785,2.25
1.E.3.  If an individual Project Gutenberg-tm electronic work is posted,4.484775296848842,5.233333
"with the permission of the copyright holder, your use and distribution",4.0580844549202295,4.818182
must comply with both paragraphs 1.E.1 through 1.E.7 and any additional,4.253699635488749,4.7826085
terms imposed by the copyright holder.  Additional terms will be linked,4.089062736497058,4.7727275
to the Project Gutenberg-tm License for all works posted with the,4.171003252603265,5.076923
permission of the copyright holder found at the beginning of this work.,4.094560757983864,4.9565215
1.E.4.  Do not unlink or detach or remove the full Project Gutenberg-tm,4.2685515215802,5.321429
"License terms from this work, or any files containing a part of this",3.9796332105543333,4.8095236
work or any other work associated with Project Gutenberg-tm.,4.179411587412775,5.0
"1.E.5.  Do not copy, display, perform, distribute or redistribute this",4.2381716391600355,4.96
"electronic work, or any part of this electronic work, without",3.9190957887044466,4.6842103
prominently displaying the sentence set forth in paragraph 1.E.1 with,4.145869703117852,4.7727275
active links or immediate access to the full terms of the Project,3.918909624288957,4.85
Gutenberg-tm License.,3.8208888513501886,4.1875
"1.E.6.  You may convert to and distribute this work in any binary,",4.205632809717677,5.08
"compressed, marked up, nonproprietary or proprietary form, including any",4.02440191928877,4.65
"word processing or hypertext form.  However, if you provide access to or",4.055759591932703,5.0416665
distribute copies of a Project Gutenberg-tm work in a format other than,4.130902607953209,5.0416665
"""Plain Vanilla ASCII"" or other format used in the official version",4.204119696534195,4.9583335
"posted on the official Project Gutenberg-tm web site (www.gutenberg.org),",4.380850415752466,5.107143
"you must, at no additional cost, fee or expense to the user, provide a",3.932193005408606,4.857143
"copy, a means of exporting a copy, or a means of obtaining a copy upon",3.8203866760362786,4.6842103
"request, of the work in its original ""Plain Vanilla ASCII"" or other",4.203659283618804,4.96
form.  Any alternate format must include the full Project Gutenberg-tm,4.175782040027766,5.04
License as specified in paragraph 1.E.1.,3.875070520364181,4.4117646
"1.E.7.  Do not charge a fee for access to, viewing, displaying,",4.259935268064553,5.08
"performing, copying or distributing any Project Gutenberg-tm works",4.290734561683399,4.92
unless you comply with paragraph 1.E.8 or 1.E.9.,4.2457817728566996,4.869565
1.E.8.  You may charge a reasonable fee for copies of or providing,4.14038271143803,5.12
access to or distributing Project Gutenberg-tm electronic works provided,4.15335160809874,4.9583335
that,1.5,1.6666666
- You pay a royalty fee of 20% of the gross profits you derive from,3.970618252568111,5.0434785
     the use of Project Gutenberg-tm works calculated using the method,4.072511540204057,5.125
     you already use to calculate your applicable taxes.  The fee is,3.7781163347847886,4.8
"     owed to the owner of the Project Gutenberg-tm trademark, but he",3.8358914824540786,5.0
     has agreed to donate royalties under this paragraph to the,3.6107177195217046,4.3125
     Project Gutenberg Literary Archive Foundation.  Royalty payments,4.276587819185298,5.25
     must be paid within 60 days following each date on which you,3.9703050747937754,4.8636365
     prepare (or are legally required to prepare) your periodic tax,3.6216021632359596,4.6666665
     returns.  Royalty payments should be clearly marked as such and,3.9058162986623652,4.7
     sent to the Project Gutenberg Literary Archive Foundation at the,3.90987812485477,5.0869565
"     address specified in Section 4, ""Information about donations to,3.9053100284072784,4.8095236
     the Project Gutenberg Literary Archive Foundation.""",4.124979932618951,5.0416665
- You provide a full refund of any money paid by a user who notifies,4.0185356810435655,4.8636365
     you in writing (or by e-mail) within 30 days of receipt that s/he,4.111035613472443,5.185185
     does not agree to the terms of the full Project Gutenberg-tm,3.7647935911585253,4.8095236
     License.  You must require such a user to return or,3.510168155067684,4.5882354
     destroy all copies of the works possessed in a physical medium,3.846054497598886,4.8
     and discontinue all use of and all access to other copies of,3.613085367888027,4.25
     Project Gutenberg-tm works.,3.877620407472074,4.4736843
"- You provide, in accordance with paragraph 1.F.3, a full refund of any",4.296720535664707,5.0384617
"     money paid for a work or a replacement copy, if a defect in the",3.727775481805937,4.5789475
     electronic work is discovered and reported to you within 90 days,3.8952419513784227,4.8095236
     of receipt of the work.,3.2345299214394703,4.1538463
- You comply with all other terms of this agreement for free,3.9476622007522217,4.904762
     distribution of Project Gutenberg-tm works.,4.050613740476478,5.0
1.E.9.  If you wish to charge a fee or distribute a Project Gutenberg-tm,4.31025602536377,5.285714
electronic work or group of works on different terms than are set,3.861196548527217,4.95
"forth in this agreement, you must obtain permission in writing from",3.8950725948398452,4.6842103
both the Project Gutenberg Literary Archive Foundation and Michael,4.203094309732236,4.9166665
"Hart, the owner of the Project Gutenberg-tm trademark.  Contact the",4.044326326183128,5.24
Foundation as set forth in Section 3 below.,4.012988012070307,4.714286
1.F.,1.5,1.6666666
1.F.1.  Project Gutenberg volunteers and employees expend considerable,4.266374045603424,5.0
"effort to identify, do copyright research on, transcribe and proofread",3.9284956962548057,4.388889
public domain works in creating the Project Gutenberg-tm,4.264845271921823,4.9583335
"collection.  Despite these efforts, Project Gutenberg-tm electronic",4.066924067816861,5.0
"works, and the medium on which they may be stored, may contain",3.9876148460975607,4.5789475
"corrupt data, transcription errors, a copyright or other intellectual",3.8678960664284916,4.611111
"property infringement, a defective or damaged disk or other medium, a",4.003704900006888,4.857143
"computer virus, or computer codes that damage or cannot be read by",3.952469630368225,4.7
your equipment.,3.6402239289418516,3.7692308
"1.F.2.  LIMITED WARRANTY, DISCLAIMER OF DAMAGES - Except for the ""Right,4.675339537982134,5.470588
of Replacement or Refund"" described in paragraph 1.F.3, the Project",4.414323660601079,5.25
"Gutenberg Literary Archive Foundation, the owner of the Project",4.165550312588525,5.16
"Gutenberg-tm trademark, and any other party distributing a Project",4.161353590002486,5.0833335
"Gutenberg-tm electronic work under this agreement, disclaim all",4.149733448741706,4.8636365
"liability to you for damages, costs and expenses, including legal",4.101718737772219,4.714286
"fees.  YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICT",4.151558231080071,5.0416665
"LIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE",3.935121344441211,4.736842
"PROVIDED IN PARAGRAPH F3.  YOU AGREE THAT THE FOUNDATION, THE",3.9476572242722634,4.5263157
"TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE",3.964954488039992,4.85
"LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR",4.003425874795327,4.75
INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH,3.998676119961637,4.7
DAMAGE.,2.5216406363433186,2.6666667
1.F.3.  LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover a,4.576305437698135,5.4242425
"defect in this electronic work within 90 days of receiving it, you can",4.070523960681327,4.9565215
receive a refund of the money (if any) you paid for it by sending a,3.9514099469292607,4.909091
written explanation to the person you received the work from.  If you,4.071635508314627,5.0
"received the work on a physical medium, you must return the medium with",4.023438853156399,4.857143
your written explanation.  The person or entity that provided you with,3.944686313435988,4.7
the defective work may elect to provide a replacement copy in lieu of a,3.9012484209665343,4.65
"refund.  If you received the work electronically, the person or entity",4.0575453781487045,4.9130435
providing it to you may choose to give you a second opportunity to,3.7836022511602447,4.5
receive the work electronically in lieu of a refund.  If the second copy,4.002507595360251,4.9545455
"is also defective, you may demand a refund in writing without further",4.076746003264721,4.7619047
opportunities to fix the problem.,3.824252831282987,4.2941175
1.F.4.  Except for the limited right of replacement or refund set forth,4.115303852267013,4.9166665
"in paragraph 1.F.3, this work is provided to you 'AS-IS' WITH NO OTHER",4.72172123104524,5.3714285
"WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO",4.127599081099239,4.9130435
WARRANTIES OF MERCHANTIBILITY OR FITNESS FOR ANY PURPOSE.,4.016648129334381,4.75
1.F.5.  Some states do not allow disclaimers of certain implied,4.067551909552702,4.8095236
warranties or the exclusion or limitation of certain types of damages.,4.038171639160035,4.9545455
If any disclaimer or limitation set forth in this agreement violates the,3.8702092342153573,4.7894735
